,Job Title,Location,Date,Link,Job Attributes,Job Description
11,Music App seeking 2 experienced coders/programmers for CTO & Director,N/A,Jul 14,https://sfbay.craigslist.org/sfc/sof/d/mountain-view-music-app-seeking-2/7159443828.html,"
compensation: CTO: $1,000 per month; Director: $900 per month

employment type: employee's choice

telecommuting ok

","

QR Code Link to This Post


New start-up in the music industry looking for 2 experienced programers in app development. Looking for people who want to grow with the company and be a part of something big. The design/layout of the app is created but no coding has been done yet. You will be starting from scratch with coding.

If you do currently have a job, since it may not be feasible to leave your current position, you are able to work on this part-time but dedication is expected. 
All work will be done remotely. 
This app will be heavily and aggressively marketed once launched. 
Once specific additional work has been completed on the app, additional investments will be sought.

2 Available Positions: 
Chief Technology Officer
Director of Cybersecurity 

Payment: This is a start-up so we are lean but payment will be: 
CTO: $1,000 monthly and an equity share in the company. 
Director of Cybersecurity: $900 monthly and an equity share in the company.

***If you are an outsourced coding company, please do not contact us. We are looking for only coders who are dedicated to this specific company.
Please apply on the Google Doc here: https://forms.gle/9aYggDLNfjWZbbjh7
Please see below for the details on each position:

Chief Technology Officer:

You will be the CTO and as the company grows, and will be responsible for oversight and maintaining the integrity of the code and app functionality. You will be the main architect of the initial coding and will be working directly with the Director of Cybersecurity on the development of the app. 

Qualified candidates should have the following experience/qualities: 
A minimum of 5 years of app development/coding or proven proficiency 
Proven track record of app development 
Coding process must be organized 
Responsible 
Driven
Reliable 
Interest in music
Experience in scalability a bonus



Director of Cybersecurity:

Initially, you will be responsible for assisting the CTO with the development of the app. You will be required to assist with any necessary coding and oversee security implementation. Once the company is ready for launch, your main area of focus will be cybersecurity and any other areas that you are proficient in. 

Qualified candidates should have the following experience/qualities: 
A minimum of 5 years of app development/coding or proven proficiency 
Proven track record of app development in cybersecurity
Coding process must be organized 
Responsible 
Driven
Reliable 
Interest in music
Experience in scalability a bonus


Additional information will be provided if you are selected as one of the possible candidates. 

***If you are an outsourced coding company, please do not contact us. We are looking for only coders who are dedicated to this specific company.
Please apply on the Google Doc here: https://forms.gle/9aYggDLNfjWZbbjh7
"
12,Embedded Software Engineer | $50 - $70 per hour,menlo park,Jul 14,https://sfbay.craigslist.org/pen/sof/d/menlo-park-embedded-software-engineer/7159208523.html,"
compensation: $50 - $70 per hour

employment type: full-time

","

QR Code Link to This Post



If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/9777f295/apply


HireArt is helping our client, an innovator in AI technology, hire a skilled Embedded Software Engineer to support autonomous vehicle initiatives. Candidates local to the Bay Area are preferred, but this role is also open to highly qualified remote applicants based throughout the U.S.This is a 4-month contract position with potential for conversion to a permanent role for the right candidate. This is an exciting opportunity to work on one of the most interesting, impactful problems of the decade, and to collaborate with forward-thinking problem-solvers in a dynamic startup environment. The ideal candidate is highly experienced in systems engineering and embedded systems and hardware development.As Embedded Software Engineer, you will: 
Develop and tune drivers for sensors and actuators on consumer-grade vehicles.
Design Helm software integration plans for OEM vehicles.
Identify algorithmic changes needed for adapting to various sensor sets.
Integrate Helm software into OEM middleware.
Design and implement bench testing frameworks for Helm software.
Work closely with AV engineers and Research engineers to deploy AI software to embedded devices.
Lead efforts to design and follow functional safety best practices. 


If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/9777f295/apply


Requirements

Bachelor’s degree in Computer Science or Electrical Engineering
3+ years of hands on experience with real time apps and OSes (like QNX, VxWorks etc.) on embedded hardware
Experience with embedded systems development
Experience with CUDA and TensorRT in an embedded context
Linux experience
Great communicator and collaborator 
Experience on drivers and/or kernels is ideal
Commitment: This is a full-time (40 hours per week), 4-month contract position staffed via HireArt and based in Menlo Park, CA. There is the potential for extension/conversion to a permanent position for the right candidate. Candidates local to the Bay Area are preferred, but this role is also open to highly qualified remote applicants based throughout the U.S. HireArt values diversity and is an Equal Opportunity Employer. 

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/9777f295/apply
 "
13,*EAH IS HIRING FOR A BUSINESS SYSTEMS IMPLEMENTATION ANALYST**,san rafael,Jul 14,https://sfbay.craigslist.org/nby/sof/d/san-quentin-eah-is-hiring-for-business/7159011735.html,"
compensation: Salary commensurate to experience.

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Position is for a full-time Systems Implementation Analyst to work in the EAH Corporate office located in San Rafael. Qualified candidates will have at least 3 years of experience in multi-regional property management or housing regulatory agency. Must have at least 3 years of experience as an Administrative User of Yardi Core Voyager. Bachelor's Degree, in a computer-related field or Real Estate and/or Accounting/Business and some formal training/certification in computer related field. PMP courses or certification a plus. Knowledge of Tax Credit, HUD, 236 and Rural Development Compliance regulations preferred. Salary commensurate to experience.

COMPANY OVERVIEW

EAH Housing has been developing, managing and promoting affordable housing since 1968. We are one of the largest and most respected nonprofit housing development and management organizations in the western United States. With a staff of over 450, EAH develops low-income multi-family housing, manages over 100 properties in California and Hawaii, and plays a leadership role in local, regional and national housing advocacy efforts.

At EAH, we put our core values into action on a daily basis. We recognize that training is a critical investment in the success of our employees and in the continued excellence of EAH. Please visit our website to learn more about our culture and read employee comments to learn more about what it would be like to work at EAH.

For immediate consideration, please apply to  SYSTE02171 on our website at www.eahhousing.org/careers"
14,Product Manager,fremont / union city / newark,Jul 13,https://sfbay.craigslist.org/eby/sof/d/fremont-product-manager/7158833178.html,"
compensation: Competitive

employment type: full-time

","

QR Code Link to This Post


Overview 

We own and franchise over 7000 locations in the US, Canada and the UK. We operate at scale with a relentless commitment to customers. We have rolled out and are building new technologies to disrupt the way the salon industry works.
Working as a Product Manager with us  will allow you to fundamentally change the way customers interact with Salons. You will exercise an incredible degree of influence to deliver amazing experiences to over 100 million customers a year.

Responsibilities 
This role will focus on:

 Developing a deep understanding of customer behavior
 Finding innovative ways to address customer and salon needs
 Helping build, measure and iterate on customer facing products

•	Be a passionate advocate for great customer experiences
•	Be an articulate and persuasive communicator, as both a writer and speaker, who uses data to support your argument
•	Build business and financial models
•	Map business value to tractable metrics and deep learning objectives to support a variety of diverse applications
•	Provide guidance and insights to non-technical audiences and hold your own with world-class experts
Qualifications 
You Need:
•	Bachelor's Degree or higher 
•	4+ years of product management experience, ideally with a consumer technology product
•	Record of strong product vision and execution
•	Organizational leadership and influence without relying on hierarchy
•	Outstanding written and verbal communication skills (great memos and presentation are extremely important)
•	Must be data driven


"
15,Coronavirus Job Blues? Software Engineer/Data Scientist Opportunities,SFBA and beyond,Jul 13,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-coronavirus-job-blues/7158608711.html,"
compensation: Early-stage, low-priced stock options

employment type: employee's choice

telecommuting ok

","

QR Code Link to This Post


Hoping you are safe and healthy as you read this...

We are looking for mobile application engineers, back-end cloud developers, data engineers and data scientists to join an early-stage, stealth-mode startup working on a mobile-first consumer platform to power a hyper-scale business.

We believe our timing and solution is uniquely positioned to help people across the world as we emerge from Coronavirus challenges.

We are pre-funding with a prototype app moving to MVP and are steered by a founding team of accomplished entrepreneurs and advisors. Investment discussions are underway.

If you have related experience, are ready to help build a fast-growth company for early-stage options, we are interested in talking to you.

Whether you work for us temporarily, part-time or full-time, we can keep you excited, productive and moving your skills and career forward. You’d be joining an accomplished, highly-motivated team, all working remotely for the time being.

Drop us a line with your LinkedIn profile and/or resume if you’re interested and you have 2+ years experience of:
1. React Native Engineering or
2. AWS cloud engineering or 
3. Data Engineering or
4. Machine/Deep Learning Data Science
"
16,"Technical Specialist, Interaction Sound Design | $41 - $46 per hour",menlo park,Jul 13,https://sfbay.craigslist.org/pen/sof/d/menlo-park-technical-specialist/7158592497.html,"
compensation: $41 - $46 per hour

employment type: full-time

","

QR Code Link to This Post



If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/f0bd0808/apply


HireArt is helping the world’s largest social network find a Technical Specialist, Interaction Sound Design to support the team responsible for creating and maintaining sonic voices for products across several platforms and surfaces. The ideal candidate will have the ability to collaborate closely with multiple team members, large product groups, and engineering teams while thinking deeply and creatively to create best-in-class sonic experiences.As Technical Specialist, Interaction Sound Design, you will: 
Support teams in the development of complex audio systems in mobile, desktop, and first-party hardware environments.
Drive in the preparation, delivery, and implementation of sonic experiences.
Support ongoing operations and QA initiatives while participating in ad hoc and scheduled testing cycles.
Work with QA to investigate, triage, escalate, and follow up on issues reported with the internal bug tracking system.
Maintain audio system and implementation regression tests.
Establish and maintain technical best practices, including support documentation.
Contribute creatively and technically to define best-in-class audio experiences.


If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/f0bd0808/apply


Requirements

Bachelor's degree
3+ years professional experience in creative production in software development, with an emphasis on audio and audio integration
History supporting the needs of complex audio systems and production pipelines
Experience testing and maintaining sonic experiences
Familiarity with QA, bug tracking, and triage processes
Knowledge of both iOS and Android operating systems
Solid understanding of DSP, audio synthesis, and digital audio concepts and formats
Experience with program and task management tools
Proficiency in Digital Audio Workstations (Pro Tools preferred)
Practical experience using Microsoft office tools such as Excel and Word
Strong written and verbal communication skills
Preferred Qualifications:
Experience with sound tools and/or implementation of AR/VR audio design across first-party and third-party engines (Unity, WWise, Spark AR, or Audio middleware)
Familiarity with programming languages such as Java Script or Python
Familiarity with Android layer scripts and source code control systems


If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/f0bd0808/apply

 "
17,"Software Engineer, Automated Mapping | Toyota",los altos,Jul 13,https://sfbay.craigslist.org/pen/sof/d/los-altos-software-engineer-automated/7158592459.html,"
compensation: Competitive

employment type: full-time

","

QR Code Link to This Post



If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/726481c8/apply


HireArt is helping TRI hire a skilled and highly motivated Software Engineer to support the development and performance of high-definition maps for autonomous driving. In an era of increasing vehicle automation, having up-to-date and highly accurate maps is critical to ensuring safe vehicle operation both on the highway and on surface roads. As Software Engineer, Mapping, you’ll have the opportunity to work with engineers and researchers innovating in autonomous mapping and driving technology. The ideal candidate is an adept engineer experienced in Linux, Git, and C++. You're also a great communicator, collaborator, and problem-solver. As Software Engineer, Mapping you will:
Collaborate with other software engineers and research scientists to improve the software behind maintaining high-definition maps for autonomous driving.
Be at the front-line interfaces between engineers, researchers, and map annotators to decrease turn-around time for map updates and feature requests.
With the guidance of senior software engineers, implement high-quality software to allow for both high-performance and easily understandable and maintainable software.
Live and breathe the software practices that produce maintainable code, including automated testing, continuous integration, code style conformity, and code review.


If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/726481c8/apply


Requirements

B.S. in Computer Science or a related field
2+ years of professional experience in related position
A great team player and collaborator
Strong communication skills 
Experienced in Linux, Git, and C++.
Experience with 3D graphics/OpenGL preferred
Ability to work with Python code as needed
Commitment: This is a full-time (40 hours per week), 6-month contract position with potential for extension. This role is staffed via HireArt and based in Los Altos, CA. HireArt provides Equal Employment Opportunity without regard to the applicant's race, color, creed, gender, gender identity or expression, sexual orientation, national origin, age, physical or mental disability, medical condition, religion, marital status, genetic information, veteran status, or any other status protected under federal, state or local laws.

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/726481c8/apply


About Toyota
At Toyota Research Institute (TRI), we’re working to build a future where everyone has the freedom to move, engage, and explore with a focus on reducing vehicle collisions, injuries, and fatalities. Join us in our mission to improve the quality of human life through advances in artificial intelligence, automated driving, robotics and materials science. We’re dedicated to building a world of “mobility for all” where everyone, regardless of age or ability, can live in harmony with technology to enjoy a better life. Through innovations in AI, we’ll...● Develop vehicles incapable of causing a crash, regardless of the actions of the driver.● Develop technology for vehicles and robots to help people enjoy new levels of independence, access, and mobility.● Bring advanced mobility technology to market faster.● Discover new materials that will make drive batteries and hydrogen fuel cells smaller, lighter, less expensive and more powerful.Our work is guided by a dedication to safety – in how we research, develop, and validate the performance of vehicle technology to benefit society. As a subsidiary of Toyota, TRI is fueled by a diverse and inclusive community of people who carry invaluable leadership, experience, and ideas from industry-leading companies. Over half of our technical team carries PhD degrees. We’re continually searching for the world’s best talent ‒ people who are ready to define the new world of mobility with us!We strive to build a company that helps our people thrive, achieve work life balance, and bring their best selves to work. At TRI, you will have the opportunity to enjoy the best of both worlds ‒ a fun start up environment with brilliant people who enjoy solving tough problems and the financial backing to successfully achieve our goals. If you’re passionate about working with smart people to make cars safer, enable the elderly to age in place, or design alternative fuel sources, TRI is the place for you. ‒ Start your impossible with us. 
If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/726481c8/apply

 "
18,Project Manager,menlo park,Jul 13,https://sfbay.craigslist.org/pen/sof/d/menlo-park-project-manager/7158400234.html,"
compensation: Competitive

employment type: full-time

","

QR Code Link to This Post


Company Overview 

Lodestone is a best of breed Digital Quality & Solutions company. We are a trusted partner to the world's leading tech companies and we act as digital stewards for products used by half the world's population on a daily basis -- we're honored to be tasked with this immense responsibility and we shoulder it with pride, joy, and dedication.

We are a Talent-First company where your professional growth is nurtured. Check us out at www.lodestoneco.com

This is a long-term, and full-time position based out of Bay Area, California. 

Job Description
============

We are looking to grow our team with a talented technical lead who shares our energy and enthusiasm. You will be working with various client teams to help them organize, plan, and coordinate their work as easily as possible. They will rely on you to quickly learn their systems and find intuitive, low friction solutions to make what they’re doing more transparent to management and vendors. You will help and encourage them to be more organized and thorough in their planning to minimize bottlenecks and unanticipated problems. You will engage proactively to create plans, often using only incomplete information, that will stimulate useful and actionable discussion. You will document discussions and create posts to provide org-wide visibility on your team’s efforts, wins, and challenges. You will be resilient, patient, and empathetic as teams learn, adapt, and come to a consensus. Ultimately, you will be a relentlessly positive force, enabling your team to accomplish more than they imagined.


Key Abilities/Activities:
==================

Lead a team of up to 10 people with advanced technical abilities to drive cross-functional projects forward

Assist team in day to day tasks, provide high-level assistance and triage issues where necessary to close out tasks

Create and update intake forms to gather data as intuitively and completely as possible

Conduct consistently valuable meetings with assigned teams and influencing collaborators with your clear presentation skills

Maintain meeting agendas with action items and follow up

Ability to document and communicate status updates consistently and professionally

Strong presentation skills, building engaging and informative slide decks

Ability to welcome and incorporate feedback as projects evolve

Build relationships with client teams and vendors to allow open communication of requirements and limitations

Create project roadmap visualizations to help teams and management manage priorities


Required Qualifications: 
===================

3+ years experience in a collaborative team environment

2+ years in leading people in a technical environment

2+ years in a project management role or consulting

2+ years as a software engineer, with SQL, object-oriented programming (PHP and JS is a plus!) (React is a plus plus!), and Tableau (or equivalent data visualization software)

Genuine curiosity to quickly learn systems and understand pain points

Bachelor's degree in critical thinking or quantitative field such as business, economics, mathematics or equivalent skills/education

Ability to find clarity and organization in ambiguous situations

Great communication skills, both written and verbal

G-suite Experience (or MS Office)

Found the typo in this job description and included it in your application

To apply, please use the below link
https://app.trinethire.com/companies/26258-lodestone/jobs/26597-project-manager
"
19,Cryptography Engineer for Zero-Knowledge Proofs & Privacy Application,N/A,Jul 10,https://sfbay.craigslist.org/sfc/sof/d/sunnyvale-cryptography-engineer-for/7156997042.html,"
compensation: $140,000-$160,000 (with crypto payment options)

employment type: full-time

","

QR Code Link to This Post


Job Description
You will develop Harmony’s fiat fintech integrations and zero-knowledge proofs products. New cryptographic primitives such as range proofs are prime for broad adoption of privacy with compliance. 

You will work on auditable privacy with zk proofs (cryptographic primitives, zk rollup, flyclient, asset swaps, identity for loans). See #zkproof on harmony.one/grants for more of our initiatives.

                                                                          Qualifications
Extensive experience in zero-knowledge proofs and a deep understanding of cryptographic requirements behind timestamps, preventing double-spending, byzantine fault tolerance, hashing, smart contracts and digital signatures. You should also have an understanding of Harmony’s effective proof of stake consensus mechanism.

- 3-5 years experience with practical cryptography implementation from research to full production
- Strong background in Golang, Rust (zexe), C/C++ (libsnark), JavaScript (aztec)
- Full stack experience (Solidity, Smart Contract, and DeFi App), and developing in Rust in a production environment are a big plus

                                                                        About Harmony
Harmony is a fast and open blockchain for decentralized applications. Our mission is to scale trust and create a radically fair economy.

Our protocol has achieved secure and random state sharding. Harmony Mainnet supports thousands of nodes in multiple shards, producing blocks in a few seconds with instant finality. Our staking mechanism reduces centralization while supporting stake delegation, reward compounding and double-sign slashing.

Visit us at harmony.one! Enjoy our monthly harmony.one/newsletter

                                                                                What We Offer
At Harmony, you will work with experienced engineers in a high performance culture. We offer competitive compensation, remote work, 100% match on 401K annual limit, 100% family coverage for medical, dental and vision.

Join us if you are excited by the challenge of building zero-knowledge proofs and privacy applications for open financial systems.

To apply: https://jobs.lever.co/harmony/37028183-d764-48b5-894b-3265c990b71a "
20,Yardi Custom Report Writer,N/A,Jul 10,https://sfbay.craigslist.org/sfc/sof/d/petaluma-yardi-custom-report-writer/7156926848.html,"
compensation: DOE - $80k to $120k

employment type: full-time

","

QR Code Link to This Post


Are you a Yardi Custom Report Writer? Nims & Associates is offering an exciting opportunity for an experienced report writer / developer with Yardi, SQL, and YSR skills.  As a developer you will be responsible for defining and delivering Yardi custom report writing projects and fostering strong client relationships. The position calls for strong project management skills, seasoned client management and client communication skills, and demonstrated knowledge Yardi software concepts, DB schema, SQL, YSR, Report Scheduler, SSRS and other applicable tools. Experience working within the property management, real estate, accounting, or other technical industries is highly desired.

The rewards of joining Nims & Associates are great in both practical and personal terms. You will be joining a solid company with 35 years of history and stability. The average tenure of a Nims associate is over ten years.

Founded in 1985, Nims & Associates is a full-service information technology firm serving four metro areas, 30+ associates and over 1,500 clients, many with national operations. As consultants, we sell no computer hardware. Our job is to make our client's Yardi systems run better, and we must win their business with every interaction.

Our clients have between 5 and 500 employees. They want an IT partner that will treat them with respect. They want the job done right, on time and on budget, by someone they trust. That's us. If you take pride and personal responsibility for your work, we want to know you.

Nims & Associates is unique in that we offer comprehensive support tailored to the needs of small and medium business. We do this by assigning a support team custom tailored to each client's strengths and weaknesses. As a team member, the client develops a relationship with you and contacts you directly. You have to remember that computers and software are less important than the people and businesses that use them.

After 35 years in business, two things haven't changed -
- We specialize in working with small and medium businesses that have between 1 and 500 employees.
- We provide the best IT support services in the business. Our growth has come almost exclusively from client referrals.

Responsibilities include:
- Develop custom Yardi reports using SQL, YSR, SSRS, Custom Analytics, Report Scheduler and other Yardi and - - SQL reporting tools.
- Work with clients to define, document and recommend Yardi Custom Reporting needs and solutions.
-  Prepare development proposals and budgets.
- Execute project plans within time and budget constraints
- Foster and grow client relationships through product adoption and revenue growth
- Provide additional operational support to clients as needed and identify business development opportunities and assist with new product implementation

Benefits include:
- Long-term, stable organization
- Flexible work hours / assignments
- Work from home office

Requirements:
- Five-plus years of Yardi Report writing development experience in all modules.
- Advanced SQL and Excel skills
- Experience supporting and training users on report usage.
- Bachelor's degree in Accounting, Business, Real Estate, Computer Science or related field, or equivalent experience

Other Desired Skills:
- Experience working in property management
- Five-plus years of experience interacting with users while managing projects on accounting, business process, property management, or real estate software

Additional Requirements: 
- Excellent verbal and written communication skills
- Ability to manage multiple priorities in a deadline-driven environment
- Strong organizational skills
- Strong interpersonal skills
-
Subcontract and Employee positions open.    "
